Day,Date,Week,Start Time,Hour,Source,Purpose of contact,Description,Is the enquirer a student?,Category,Action Taken,Is the case forwarded to officer-in-charge?,Has the problem resolved?,Attended by,Closed by,End Date,End Time,,,,,,,,,,,,,,,
Wednesday,31/08/2022,5,15:31:00,15,Facebook,Enquiry,Pertanyaan selepas kelas bimbingan remaja di andalus,No,General,Adviced Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,31/08/2022,5,11:20:00,11,Counter,Transaction,Rosnah Binte Ahmad - Register PAQ,No,Registration,Received the registration payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,31/08/2022,5,14:08:00,14,Phone,Enquiry,How to pay fees online for PAQ? Tried to pay fees online but only shows $1,No,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,31/08/2022,5,17:00:00,17,Counter,Transaction,Handed over exam papers for Ustaz Abdillah and book Nota Dakwah for Ustazah Roslina Ismail - Ustazah Nur Aamal Binte Arif,No,Exams,Handed over exam papers to Ustaz Abdillah and book to Ustazah Roslina Ismail,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,11:27:00,11,Facebook,Enquiry,Pertanyaan tentang kelas Al-Quran,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,15:13:00,15,Facebook,Enquiry,Pertanyaan tentang pembayaran Kelas Bahasa Arab,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,10:43:00,10,Phone,Enquiry,Registered for PBA online but doesn't know how to pay the registration fee online. Can come down on Saturday to make payment? - Biden Bin Mohd,No,General,Advised accordingly. (Came on 1 Sep 2022 at 12:28 PM),No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,11:03:00,11,Phone,Enquiry,Wants to collect cert SPI - Salina Ibrahim Coh 5 (2020 - 2022),Yes,Certificate,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,11:15:00,11,Counter,Transaction,Collect cert and pay late fee - SPI Coh 5 - SALINA BINTE IBRAHIM,Yes,Certificate,Received payment and issued cert,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,12:28:00,12,Counter,Transaction,Pay registration fee for PBA - Biden Bin Mohd,No,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,12:36:00,12,Counter,Transaction,Ustazah Nur Aamal handed over 'Fiqh Minoriti Muslim' book for Ustazah Roslina Ismail,No,General,Placed book on Ustazah Roslina Ismail's desk,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/9/2022,1,16:19:00,16,Counter,Transaction,Ustaz Muhammad Dzarif Bin Abdul Wahab handed over exam papers for Ustaz Abdillah,No,General,Placed exam papers on Ustaz Abdillah's desk,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/9/2022,1,14:54:00,14,Phone,Enquiry,BIRKH new applicant when will results be released? - Khairil,Yes,Registration,Referred to Ustaz Afiq Zikry of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/9/2022,1,15:37:00,15,Phone,Enquiry,PAQ course information / yang ajar Ustaz atau Ustazah / pelajaran secara fizikal atau online? - Cik Wagiam,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,2/9/2022,1,17:19:00,17,Phone,Enquiry,BIRKH pre-requisites / if have Diploma from Andalus or Cordova will I still be accepted? / If I have Arabic Language as part of my Diploma would I still have to attend the Arabic Placement Test (APT),No,General,Referred to Ustaz Afiq Zikry of IPIP and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,17:19:00,17,Email,Enquiry,Pertanyaan tentang BIRKH selepas tamat diploma di Andalus,No,General,Advised Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,10:31:00,10,Phone,Enquiry,Nak beli buku Pengetahuan Islam both Akhlak and Fiqh and Tauhid and Sirah boleh? What time you close?,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,12:14:00,12,Phone,Enquiry,Call for Ustazah Hidayah. Re-registering for Surah Al-Kahfi via the link provided. No household income/contribution. System would not accept her application. - Ruzana,Yes,Registration,Referred to Ustazah Hidayah Ismail of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,12:29:00,12,Counter,Enquiry,PAQ course information / yang ajar Ustaz atau Ustazah / pelajaran online macam mana? - Cik Wagiam,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,12:50:00,12,Counter,Transaction,Buy book - Pengajian Teks Hadith (1 copy) - Shazwinadrah Binte Suparto,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,12:54:00,12,Counter,Enquiry,The results for Akidah module exam for SPI when will it be released? Was taken back in July it's been 2 months.,Yes,Exams,Referred to Ustaz Abdillah of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,14:52:00,14,Phone,Enquiry,PAQ course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,3/9/2022,1,16:15:00,16,Counter,Transaction,Buy book - Pengetahuan Islam Akhlak & Fiqh (1 copy) - Afza Fahmidah Binte Amir,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,09:15:00,9,Counter,Transaction,Buy Ipip Book - Pengetahuan Akhlak & Fiqh - Khalnain Bin Mohamad Sofian,Yes,Books,Received payment and Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,13:25:00,13,Instagram,Enquiry,Berminat untuk kelas pengajian Al-Quran,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,08:56:00,8,Facebook,Enquiry,Absent for class SPI Mingguan,Yes,Classes,Absent excused,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,12:50:00,12,Email,Enquiry,Absent for class SPI Mingguan,Yes,Classes,Absent excused,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,09:15:00,9,Counter,Transaction,Buy Ipip Book - Pengetahuan Akhlak & Fiqh - Khalnain Bin Mohamad Sofian,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,09:30:00,9,Counter,Enquiry,Student asked where is ustaz Ahmad Helmi,Yes,Classes,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,09:40:00,9,Counter,Enquiry,New Student asked which class for PTI (Eng Class),Yes,Classes,Escorted to Room Ahmad,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,4/9/2022,2,12:45:00,12,Counter,Enquiry,Issue 2 PIH Tin & Buy Ipip Book - Pengetahuan Akhlak & Fiqh - Nur Sabiha,Yes,Books,Received payment and 2 Tins and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,09:47:00,9,Facebook,Enquiry,Pertanyaan tentang pendaftaran,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,16:20:00,16,Counter,Transaction,"Pay fees for 1st sem of DPI - Muhammad Ubaidillah Bin Mohamed Fawzi
",Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,17:15:00,17,Counter,Transaction,Pay outstanding fees Sem 2 SPI - Sahul S/O Salam,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,06:35:00,6,Counter,Transaction,"Buy Ipip book - Tajwid Asas - Noor Fadilah Binte Ahmad 
",Yes,Books,Received payment and Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,18:45:00,18,Facebook,Enquiry,Masaalah pembayaran selepas pendaftaran,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,21:28:00,21,Email,Enquiry,Absent for class DPI Mingguan,Yes,Classes,Absent excused,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,17:18:00,17,Email,Enquiry,"Pertanyaan tentang kelas, yuran dan surah hafalan program QMP",No,General,Advised Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,14:20:00,14,Phone,Enquiry,Wanted to talk about attendance,Yes,Classes,Transfer call to ustazah Zahirah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,16:20:00,16,Counter,Transaction,"Pay fees for 1st sem of DPI - Muhammad Ubaidillah Bin Mohamed Fawzi
",Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,17:15:00,17,Counter,Transaction,Pay outstanding fees Sem 2 SPI - Sahul S/O Salam,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,18:20:00,18,Phone,Enquiry,Register for pengajian Al-Quran - Ashikin,Yes,Registration,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,18:30:00,18,Counter,Enquiry,Self collect 6 books (Ref. No: #14084),Yes,Books,Checked paid and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,5/9/2022,2,06:35:00,6,Counter,Transaction,"Buy Ipip book - Tajwid Asas - Noor Fadilah Binte Ahmad 
",Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,6/9/2022,2,17:08:00,17,Counter,Enquiry,Wants to start Al-Qur'an course to become Qur'an teacher,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,6/9/2022,2,17:26:00,17,Phone,Enquiry,Coming to register for Pengajian Al-Qur'an. Pejabat di tingkat 3 kan?,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,6/9/2022,2,17:42:00,17,Phone,Enquiry,Register for Pengajian Al-Qur'an - Siti Farha Osman on behalf of Uwais Bin Mohammad Saus,No,Registration,Received payment and online registration,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/9/2022,2,12:06:00,12,Phone,Enquiry,Previously studied with Pergas SPI. Is there any outstanding payment? - Siti Noraishah Binte Mansor,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/9/2022,2,15:00:00,15,Counter,Enquiry,What course should my wife who is a recent PR take to qualify as a Kindergarten teacher in an Islamic Pre-School. I heard there is a pathway from C1 go to C2,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/9/2022,2,17:28:00,17,Phone,Enquiry,Call for Ustazah Zahirah regarding attendance for class. Missed a class but has a valid excuse. Wants to confirm the issue with Ustazah Zahirah before going to Ustazah Hidayah Ismail - Noraishah,Yes,Classes,Referred to Ustazah Zahirah of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,7/9/2022,2,18:00:00,18,Phone,Enquiry,Call for Ustazah Zahirah regarding attendance for class. Missed a class but has a valid excuse. Wants to confirm the issue with Ustazah Zahirah before going to Ustazah Hidayah Ismail - Noraishah,Yes,Classes,Referred to Ustazah Zahirah of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/9/2022,2,15:40:00,15,Email,Enquiry,Yuran Pengajian,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/9/2022,2,06:53:00,6,Email,Enquiry,Would like to gain more knowledge about islam. What products could you advise me? - Norashikin Binte Mohamed Rohaizad,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/9/2022,2,14:39:00,14,Phone,Enquiry,Sijil Pengajian Pendidikan Dewasa Agama dari Darul Huffaz is Diploma-level certificate. Is it recognized by BIRKH? - Muhammad,No,General,Referred to Ustaz Afiq Zikry of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,8/9/2022,2,15:45:00,15,Counter,Enquiry,Advise to register for PBA or other courses for children who are 16 years and above. Any recommendations? Want to go home and decide first before registering.,No,General,Answered all queries and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,10:00:00,10,Counter,Transaction,Registration for PAQ 1 - Subaidah Binte Mohd Ismail,No,Registration,Received payment but will go home and register as counter unable to register. Only able to register once.,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,11:49:00,11,Phone,Enquiry,Wants to check whether BIRKH application is still open? - Haniff,No,General,Referred to Ustaz Afiq Zikry of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,15:05:00,15,Counter,Transaction,Collect BIRKH cert and convocation items from Ustaz Afiq Zikry of IPIP,Yes,Certificate,Issued cert and convocation items,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,15:15:00,15,Counter,Transaction,Buy book - Nota Usul Fiqh (1 copy) - Agil Bin Mohd Noor,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,16:15:00,16,Counter,Transaction,Delivery of PBA books for Ustaz Afiq Zikry - Invoice sent to email,No,Books,Received deliveries,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,18:35:00,18,Counter,Transaction,Buy book - Metodologi Kajian Ilmiah (1 copy) - Muhammad Mukarram Sofi Bin Muhammad Mamfizam,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,18:40:00,18,Counter,Transaction,Collect book - Metodologi Kajian Ilmiah (1 copy) - Athirah (Ref. No: #14001),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,18:43:00,18,Counter,Transaction,Collect book - Metodologi Kajian Ilmiah (1 copy) - Nabilah (Ref. No: #14028),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,9/9/2022,2,18:55:00,18,Counter,Transaction,Buy book - Metodologi Kajian Ilmiah (1 copy) - Zulherryka Bin Muhammad Yusof,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/9/2022,2,12:40:00,12,Counter,Enquiry,PBA course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/9/2022,2,14:26:00,14,Counter,Transaction,Buy book - Sistem-Sistem Islam (1 copy) - Nurliah Binte Mohamed Noor,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,10/9/2022,2,14:34:00,14,Counter,Transaction,Buy book - Metodologi Kajian Ilmiah (2 copies) - Nurul Ain Binte Othman,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,11/9/2022,3,23:25:00,23,Phone,Enquiry,Was asking for ustazah Zahirah regarding class attendance,Yes,Classes,Ustazah Zahirah not around today she will call back tomorrow andviced her to email ipip if possible,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,13:29:00,13,Facebook,Enquiry,Interested in PTI Course,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,17:48:00,17,Facebook,Enquiry,Pertanyaan tentang pendaftaran Program Takrif Islam,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,14:44:00,14,Email,Enquiry,Absent for SPI class,Yes,Classes,Advised Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,20:26:00,20,Email,Transaction,Pembayaran registration pengajian Al-Quran Asas,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,20:36:00,20,Email,Enquiry,Pemohonan untuk penangguhan,Yes,Classes,Adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,10:10:00,10,Phone,Enquiry,Pertanyaan bila pembayaran dan mulanya kelas,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,10:45:00,10,Phone,Enquiry,Register PAQ - Ahyati Bte Muhayat,No,Registration,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,11:05:00,11,Phone,Enquiry,Pertanyaan kursus-kursus IPIP,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,14:10:00,14,Counter,Transaction,"Buy Ipip book - Tajwid Asas - Mohamed Bin Mohamed Yatim
",Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,14:45:00,14,Phone,Enquiry,"Pertanyaan tentang SPI, SLPI dan DPI",No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,15:30:00,15,Phone,Enquiry,Pertanyaan waktu untuk beli buku keesokan harinya,Yes,General,Advised opening hours accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,15:55:00,15,Counter,Transaction,Buy IPIP Book - Obor Ummah 1 - Masagos Anwar Bin Masagos Ahmad,Yes,Books,Received Payment an issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,16:30:00,16,Phone,Enquiry,Wanted to know his results for tafsir - Muhammad Saat Mokhtar,Yes,Exams,Referred to Ustaz Abdillah of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,12/9/2022,3,17:30:00,17,Phone,Enquiry,Wanted to try PAQ (advanced) test,No,General,Adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,10:51:00,10,Phone,Enquiry,Husband is a convert and has gone through all the foundational courses at Darul Arqam. Wants to progress on to other levels. What courses would you recommend? Al-Qur'an wise he is currently reading Iqra'. Is your Qur'an course in Malay or English? - Amira,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,12:15:00,12,Phone,Enquiry,Kelas saya untuk PAQ1 mula esok. Buku untuk PAQ 1 kena beli dekat Pergas or MDIS? - Mariam,Yes,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,12:43:00,12,Phone,Enquiry,Call for Ustazah Hidayah Ismail of IPIP,No,General,Transferred to Ustazah Hidayah Ismail of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,14:30:00,14,Counter,Transaction,Buy book - Metodologi Kajian Ilmiah (1 copy) - IMAN QISTINA BINTE ROSLAN,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,14:48:00,14,Phone,Enquiry,"Registered and paid for PAQ 1 has received email with the receipt but haven't received confirmation email for her class on this coming Saturday, 17 Sep 2022. - Roslinah Bte Eusope",Yes,Registration,Referred to Ustazah Hidayah Ismail of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,15:20:00,15,Counter,Enquiry,PBA course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,16:10:00,16,Phone,Enquiry,SPI course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,16:32:00,16,Phone,Enquiry,Counter opening hours on Friday wants to pay for PAQ course fee,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,13/9/2022,3,16:35:00,16,Counter,Transaction,Pay course fee for PAQ 1 and buy book - Tajwid Asas (1 copy) - Samsi Bin Ahmad,Yes,Fees,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,14:18:00,14,Email,Transaction,PAQ 1 Fees,Yes,Fees,Received payment advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,11:10:00,11,Counter,Transaction,Pay course fee for PAQ 1 and buy book - Tajwid Asas (1 copy) - Rosnah Binte Ahmad,Yes,Fees,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,11:40:00,11,Counter,Transaction,Buy book - Tajwid Power 1 - Mohd Nazry Mokhtar,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,11:43:00,11,Counter,Transaction,Pay course fee for PAQ 1 and buy book - Tajwid Asas (1 copy) - Rasida Binte Hassan,Yes,Fees,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,12:36:00,12,Phone,Enquiry,SPI requirements and PTI course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,18:35:00,18,Counter,Transaction,Buy book - Tajwid Asas (1 copy) - Faridah Samsudin,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,18:45:00,18,Counter,Transaction,Buy book - Tajwid Asas and Ulum Al-Qur'an (1 copy) - Juliana Bte Mohd Ramli,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,14/9/2022,3,18:51:00,18,Counter,Transaction,Buy book - Tajwid Asas and Ulum Al-Qur'an (1 copy) - Norindah Binte Johari,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,12:30:00,12,Counter,Transaction,"Pay Fees and Buy Ipip Book - Sumiah Buang 
",Yes,Fees,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,16:43:00,16,Email,Enquiry,Bayaran QMP,Yes,Fees,Received payment advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,23:11:00,23,Email,Enquiry,Pembayaran QMP,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,11:33:00,11,Phone,Enquiry,"Call for Ustazah Zahirah regarding pre-requisites to enrol for SPI ""Kursus fardhu ‘ain yang diiktiraf"" what does it mean?",No,General,Transferred to Ustazah Zahirah of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,12:30:00,12,Counter,Transaction,"Pay fees and Buy IPIP Book - Tajwid Asas (1 copy) - Sumiah Buang
",Yes,Fees,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,12:50:00,12,Phone,Enquiry,Asked about updates for PAQ 3,Yes,General,Adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,17:28:00,17,Counter,Transaction,Collect book - TAJWID ASAS & TAJWID POWER - BUKU 1 - Muhammad Syafiq (Ref No: #14147),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,18:05:00,18,Counter,Transaction,Pay Fees - BIRKH22 Y3 S1 - Siti Nurfatehah Bt. Helmi,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,15/9/2022,3,18:30:00,18,Counter,Enquiry,SPI course ends in December. How do we register for SLPI January intake?,Yes,Registration,Referred to Ustazah Zahirah of IPIP and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,11:55:00,11,Email,Enquiry,Pertanyaan ustaz atau ustazah yang mengajar kelas Al-Quran,Yes,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,07:08:00,7,Email,Enquiry,Pertanyaan tentang potongan giro,Yes,Fees,Advised Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,18:54:00,18,Email,Enquiry,Pertanyaan tentang sambungan ke Diploma and umur kemasukan,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,11:09:00,11,Phone,Enquiry,Exam results for Akidah module when release? SPI Khamis - Aidah,Yes,Exams,Referred to Ustaz Abdillah of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,11:21:00,11,Phone,Enquiry,Anak lelaki ada ikuti kelas SLPI. Ustaz Abdillah email beri panduan pelajar SPI. Adakah panduan pelajarnya sama untuk SPI dan SLPI? / Nak bayar yuran pakai PayNow UEN number atau link apa? - Awaluddin,Yes,General,Referred to Ustaz Abdillah of IPIP,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,15:00:00,15,Counter,Transaction,Pay fees - PAQ1 22 - Uwais Bin Mohammad Saus,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,15:02:00,15,Counter,Transaction,Buy book - Tajwid Asas (1 copy) - Uwais Bin Mohammad Saus,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,15:37:00,15,Phone,Enquiry,Wants to pay fees the amount is $135.98 when I clicked on 'Pay Fees' the amount is with 7% GST. So how? - Awaluddin,Yes,Fees,Referred to Laiyinah of Finance,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,16/9/2022,3,16:34:00,16,Email,Enquiry,"Interested to join the Pre-diploma part time class at Darul Makmur next year. I am currently studying at Andalus (pre-diploma also) so if I want to register for next year, I still have not receive my certificate at that time. Can my registration be accepted? - Nazlina",No,General,Forwarded to IPIP email,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
